Shape,Color,Clarity,Carat Weight,Length_Width_Ratio,Depth,Table,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Type,Price
Pear,G,VS1,1,1.51,65,64,Excellent,Excellent,Thick to Very Thick,None,8.33,5.51,3.58,GIA,3310
Cushion Modified,G,VVS2,1.01,1.21,66.8,64,Excellent,Excellent,Thick to Very Thick,None,6.3,5.2,3.47,GIA,3310
Cushion Modified,F,VS1,3.04,1.02,64.4,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.47,8.34,5.37,IGI Lab-Grown,7170
Radiant,H,VS2,1,1.3,66.2,67,Excellent,Excellent,Slightly Thick to Thick,None,6.71,5.16,3.42,GIA,3810
Radiant,D,VS1,1.19,1.28,67.9,63,Excellent,Excellent,Thin to Medium,Pointed,7.08,5.52,3.75,IGI Lab-Grown,1270
Cushion Modified,H,VVS1,1,1.12,68.6,60,Excellent,Very Good,Thick to Very Thick,None,5.96,5.34,3.66,GIA,2410
Marquise,F,VS2,1,2.15,55,54,Excellent,Very Good,Slightly Thick to Extremely Thick,None,11.11,5.16,2.84,GIA,5280
Heart,D,VS1,1.6,1.12,56.6,57,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.33,8.21,4.65,IGI Lab-Grown,2550
Round,D,VS1,1.58,1,62,56,Excellent,Excellent,Medium,Pointed,7.45,7.48,4.63,IGI Lab-Grown,1850
Heart,F,VS1,4.05,1.13,55.4,64,Excellent,Excellent,Medium to Thick,Pointed,9.94,11.2,6.2,IGI Lab-Grown,7930
Round,E,VS1,1.54,1,61.3,57,Excellent,Excellent,Medium to Slightly Thick,None,7.42,7.44,4.56,GIA Lab-Grown,1760
Oval,G,VVS2,1.01,1.4,64.5,63,Excellent,Excellent,Thick to Very Thick,None,7.57,5.42,3.49,GIA,4930
Emerald,H,VS2,1.01,1.35,67.7,67,Very Good,Very Good,Very Thick,None,6.53,4.82,3.26,GIA,2800
Radiant,H,VS2,1.01,1.17,67.3,66,Excellent,Very Good,Slightly Thick,None,6.27,5.38,3.62,GIA,4610
Princess,E,VS2,1,1.01,71.7,68,Very Good,Very Good,Thick to Very Thick,None,5.49,5.45,3.91,GIA,4290
Princess,F,VS1,1.01,1.03,72.8,77,Very Good,Very Good,Thick,None,5.58,5.41,3.94,GIA,3190
Round,G,VS2,1.02,1,61.4,58,Excellent,Excellent,Medium,None,6.48,6.51,3.99,GIA,3870
Pear,F,VS1,1.06,1.58,62.5,59,Excellent,Excellent,Medium to Thick,Pointed,8.92,5.66,3.54,IGI Lab-Grown,1050
Marquise,H,VVS2,1.01,1.9,63.3,60,Very Good,Very Good,Thick to Very Thick,None,9.89,5.2,3.29,GIA,4570
Oval,G,VVS2,1,1.35,63.7,64,Excellent,Very Good,Slightly Thick to Thick,None,7.52,5.56,3.54,GIA,4560
Radiant,H,VVS1,1.01,1.34,64.9,66,Excellent,Very Good,Slightly Thick,None,6.91,5.16,3.35,GIA,5260
Cushion Modified,D,IF,1.66,1.03,68.5,62,Excellent,Excellent,Medium to Thick,None,6.7,6.51,4.46,GIA Lab-Grown,4900
Emerald,H,VS1,1,1.3,72.5,64,Excellent,Very Good,Thick to Very Thick,None,6.2,4.78,3.46,GIA,2490
Oval,E,VS1,1.06,1.4,61.7,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.1,5.79,3.57,IGI Lab-Grown,1030
Radiant,H,VVS2,1.01,1.09,67,69,Very Good,Very Good,Thick,None,5.85,5.35,3.58,GIA,3690
Pear,G,VS2,1.02,1.69,63.6,62,Excellent,Very Good,Medium to Thick,None,9.16,5.41,3.44,GIA,3200
Cushion Modified,E,VS1,1.53,1.01,68.3,60,Excellent,Excellent,Thin to Medium,None,6.69,6.62,4.52,GIA Lab-Grown,3020
Cushion Modified,D,VVS1,1.01,1.01,63.7,66,Excellent,Excellent,Thin to Thick,None,5.8,5.77,3.67,GIA Lab-Grown,1790
Marquise,D,IF,1.03,2.11,58.3,63,Excellent,Excellent,Slightly Thick to Very Thick,None,11.12,5.27,3.08,GIA,8200
Marquise,E,VS2,2.01,2.14,63.7,59,Very Good,Very Good,Medium to Very Thick,Small,13.4,6.25,3.98,GIA,28340
Round,H,VS2,1.09,1.01,62.7,57,Excellent,Excellent,Medium to Slightly Thick,None,6.51,6.56,4.1,GIA,3810
Princess,D,VS1,1.02,1.01,74.4,70,Excellent,Excellent,Medium to Thick,None,5.46,5.43,4.04,GIA Lab-Grown,1100
Radiant,E,VS1,1.17,1.47,67,65,Excellent,Excellent,Medium to Slightly Thick,None,7.71,5.23,3.5,GIA Lab-Grown,1150
Princess,F,VVS2,1.03,1.01,73.6,72,Excellent,Very Good,Thick to Very Thick,None,5.45,5.41,3.98,GIA,3820
Oval,E,VS2,1.01,1.41,61.9,60,Excellent,Excellent,Slightly Thick to Thick,None,7.96,5.63,3.49,GIA,5090
Round,E,VS1,1.57,1.01,60.8,59,Excellent,Excellent,Medium to Slightly Thick,None,7.46,7.5,4.55,GIA Lab-Grown,1790
Pear,H,VS1,1,1.55,62.4,62,Excellent,Excellent,Medium to Very Thick,None,8.63,5.56,3.47,GIA,3400
Princess,D,VS1,1.03,1.03,72.5,67,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.52,5.35,3.88,IGI Lab-Grown,1110
Oval,D,VS1,1,1.44,61.6,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.15,5.67,3.49,IGI Lab-Grown,1060
Radiant,E,VVS2,1.09,1.4,66,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.15,5.12,3.38,IGI Lab-Grown,1250
Heart,H,VVS2,1.26,1.15,58.2,57,Excellent,Excellent,Medium to Thick,None,6.6,7.62,4.43,GIA,6080
Pear,E,VS1,1.08,1.62,62.5,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.15,5.66,3.54,IGI Lab-Grown,1090
Pear,E,VS2,1.05,1.51,63.2,58,Excellent,Excellent,Medium to Thick,None,8.62,5.69,3.6,GIA,3350
Round,H,VS2,1,1,64.9,59,Excellent,Excellent,Slightly Thick to Thick,None,6.21,6.24,4.04,GIA,3250
Princess,F,VVS2,1.01,1.02,73.3,68,Excellent,Very Good,Slightly Thick to Thick,None,5.35,5.27,3.86,GIA,3640
Emerald,H,VS2,1,1.3,72.5,62,Excellent,Very Good,Thick to Very Thick,None,6.16,4.75,3.44,GIA,2460
Marquise,F,VVS2,2,1.85,64.3,60,Very Good,Very Good,Thick to Very Thick,None,12.35,6.69,4.3,GIA,20040
Heart,D,VVS2,3.11,1.12,57.8,63,Excellent,Excellent,Medium to Very Thick,None,9.15,10.23,5.91,GIA Lab-Grown,8680
Radiant,E,VS1,1.05,1.47,67.5,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,4.92,3.32,IGI Lab-Grown,1040
Round,H,VS2,1,1.01,61.4,62,Excellent,Excellent,Medium to Slightly Thick,None,6.38,6.42,3.93,GIA,3860
Round,E,VS2,1.05,1,62.3,58,Excellent,Excellent,Medium to Slightly Thick,None,6.45,6.48,4.03,GIA,4100
Cushion Modified,E,VS1,2.07,1.02,66.1,60,Excellent,Excellent,Medium to Thick,None,7.47,7.34,4.86,GIA Lab-Grown,3200
Heart,G,VVS2,1.03,1.19,60,63,Excellent,Excellent,Medium to Very Thick,None,5.83,6.95,4.17,GIA,5450
Pear,E,VS1,1.02,1.74,63.9,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.41,5.4,3.45,IGI Lab-Grown,1030
Cushion Modified,E,VVS2,1.86,1,68.3,60,Excellent,Excellent,Thin to Slightly Thick,None,6.91,6.9,4.71,GIA Lab-Grown,3040
Heart,D,VS1,1.01,1.15,59.2,60,Excellent,Excellent,Medium to Thick,None,6.08,7.01,4.15,GIA,5240
Marquise,F,VVS2,1.04,2.02,63,59,Excellent,Excellent,Slightly Thick,Pointed,10.59,5.24,3.3,IGI Lab-Grown,1280
Heart,G,VVS2,1.25,1.16,59.7,59,Excellent,Excellent,Slightly Thick to Very Thick,None,6.38,7.42,4.43,GIA,1280
Radiant,F,VS1,1.14,1.25,67.3,66,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.9,5.51,3.71,IGI Lab-Grown,1100
Radiant,F,VS1,1.15,1.43,67.8,66,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.34,5.15,3.49,IGI Lab-Grown,1180
Emerald,H,VS1,1,1.3,72.3,66,Excellent,Excellent,Thick to Very Thick,None,6.12,4.71,3.41,GIA,2450
Oval,D,VS1,1.01,1.5,61.1,60,Excellent,Very Good,Slightly Thick to Thick,None,8.35,5.57,3.4,GIA Lab-Grown,1020
Marquise,D,VS1,1.08,2.03,63.7,56,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.78,5.32,3.39,IGI Lab-Grown,1180
Radiant,D,VVS2,1.02,1.4,69.3,67,Excellent,Excellent,Medium to Slightly Thick,None,7.2,5.13,3.55,GIA Lab-Grown,1280
Round,D,VS1,1.55,1,61.9,56,Excellent,Excellent,Medium to Slightly Thick,None,7.4,7.42,4.59,GIA Lab-Grown,1810
Pear,H,VS2,1.01,1.69,58.6,60,Excellent,Very Good,Slightly Thick to Very Thick,None,9.11,5.39,3.16,GIA,3200
Marquise,D,VVS2,1.02,2.03,60.6,57,Excellent,Very Good,Slightly Thick to Thick,None,10.78,5.32,3.23,GIA Lab-Grown,1240
Cushion Modified,D,VVS2,1.82,1,66,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.15,7.12,4.7,IGI Lab-Grown,4780
Marquise,F,VS1,1.01,1.98,62.5,58,Excellent,Very Good,Slightly Thick to Very Thick,None,10.37,5.24,3.27,GIA,5110
Heart,G,VS2,1.01,1.21,61,62,Excellent,Very Good,Thick,None,5.79,6.98,4.26,GIA,3480
Pear,H,VS2,1,1.45,65.6,57,Excellent,Excellent,Thick to Very Thick,None,8.01,5.54,3.64,GIA,3420
Heart,E,VS1,4.07,1.14,54.7,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.92,11.33,6.2,IGI Lab-Grown,9240
Oval,F,VS1,1.02,1.45,63.8,58,Excellent,Very Good,Slightly Thick to Thick,None,8.03,5.53,3.53,GIA,4100
Radiant,E,VS1,1.05,1.42,67.8,66,Excellent,Excellent,Medium,Pointed,7.19,5.06,3.43,IGI Lab-Grown,1040
Oval,D,VS1,1.01,1.46,64.9,59,Excellent,Excellent,Slightly Thick to Thick,None,8.06,5.53,3.59,GIA Lab-Grown,1070
Heart,F,VS1,2.11,1.09,59.6,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.01,8.71,5.19,IGI Lab-Grown,2880
Oval,D,VS1,1,1.4,62.7,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.97,5.69,3.57,IGI Lab-Grown,1060
Oval,H,VS2,1,1.57,62.4,57,Excellent,Excellent,Thick to Very Thick,None,8.32,5.31,3.32,GIA,4390
Oval,G,VVS2,1.01,1.44,58.8,56,Excellent,Excellent,Slightly Thick to Very Thick,None,8.11,5.64,3.32,GIA,4870
Princess,D,VS1,1.01,1,69.5,70,Excellent,Excellent,Medium,Pointed,5.47,5.47,3.8,IGI Lab-Grown,1090
Heart,E,VS1,1.51,1.13,55.1,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.14,8.06,4.44,IGI Lab-Grown,1940
Pear,G,VS1,1,1.51,63,58,Excellent,Excellent,Medium to Thick,None,8.54,5.64,3.55,GIA,4380
Pear,F,VS2,1,1.69,58.6,60,Excellent,Very Good,Thick to Very Thick,None,9.33,5.52,3.24,GIA,5010
Princess,E,VS1,1.23,1.01,73,71,Excellent,Excellent,Medium,Pointed,5.79,5.74,4.19,IGI Lab-Grown,1200
Cushion Modified,D,VS1,1.53,1.02,71.1,61,Excellent,Excellent,Slightly Thick to Very Thick,None,6.62,6.49,4.61,GIA Lab-Grown,2090
Heart,G,VS1,1.5,1.17,58.4,57,Excellent,Excellent,Thin to Extremely Thick,None,6.85,7.99,4.67,GIA,8680
Princess,G,VS2,1.09,1,72.5,71,Excellent,Excellent,Medium to Slightly Thick,None,5.58,5.56,4.03,GIA,3190
Cushion,D,VVS1,2.68,1.03,66.6,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.2,7.99,5.32,IGI Lab-Grown,6340
Heart,G,VS1,1.6,1.24,59.3,60,Excellent,Very Good,Slightly Thick to Thick,None,6.54,8.13,4.82,GIA,6340
Pear,E,VS1,1.09,1.69,62.4,60,Excellent,Very Good,Medium to Thick,None,9.53,5.63,3.51,GIA Lab-Grown,1040
Oval,E,VS1,1.03,1.42,61.6,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.19,5.76,3.55,IGI Lab-Grown,1010
Cushion Modified,F,VS1,2.57,1.01,65.6,62,Excellent,Excellent,Slightly Thick to Very Thick,None,8.02,7.94,5.21,GIA Lab-Grown,6020
Round,G,VS2,1,1.01,63.6,57,Excellent,Very Good,Slightly Thick to Thick,None,6.2,6.28,3.97,GIA,3840
Radiant,G,VS1,1,1.25,67.5,69,Excellent,Very Good,Thick,None,6.5,5.19,3.5,GIA,3270
Princess,G,VS1,1,1.01,73.9,68,Excellent,Excellent,Slightly Thick to Thick,None,5.47,5.39,3.99,GIA,3160
Marquise,D,VS1,1.5,1.8,63.2,61,Excellent,Very Good,Slightly Thick to Extremely Thick,None,10.88,6.03,3.81,GIA,13780
Princess,E,VVS2,1.02,1.02,73.3,72,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.48,5.36,3.93,IGI Lab-Grown,1190
Princess,E,VVS2,1.03,1.02,72,70,Excellent,Excellent,Medium,Pointed,5.51,5.42,3.9,IGI Lab-Grown,1200
Oval,E,VS1,1.06,1.39,62.5,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.1,5.82,3.64,IGI Lab-Grown,1030
Marquise,H,VS1,1.01,2.1,58.2,60,Excellent,Excellent,Medium to Thick,None,10.72,5.11,2.97,GIA,3700
Marquise,E,VVS2,1.04,2.03,62.9,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.62,5.23,3.29,IGI Lab-Grown,1230
Oval,F,VS2,1.01,1.39,66.3,58,Excellent,Very Good,Very Thick,None,7.56,5.44,3.61,GIA,4560
Marquise,E,VS1,1.21,1.92,64.9,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.72,5.58,3.62,IGI Lab-Grown,1200
Oval,H,VS2,1.02,1.35,63.1,56,Excellent,Excellent,Slightly Thick to Thick,None,7.7,5.69,3.6,GIA,3890
Princess,H,VS1,1.04,1.01,74.5,71,Excellent,Excellent,Thick to Very Thick,None,5.51,5.47,4.07,GIA,4330
Oval,D,VS2,1.04,1.37,62.9,62,Excellent,Excellent,Medium to Thick,None,7.82,5.72,3.6,GIA,4480
Princess,E,VVS2,1.01,1.02,71,68,Excellent,Very Good,Medium to Slightly Thick,None,5.65,5.55,3.94,GIA Lab-Grown,1120
Round,D,VS1,1.54,1,59.2,59,Excellent,Excellent,Thin to Medium,None,7.55,7.57,4.47,GIA Lab-Grown,1800
Cushion Modified,E,VVS2,1.63,1.01,63.5,58,Excellent,Very Good,Medium to Very Thick,None,6.89,6.82,4.33,GIA Lab-Grown,2400
Princess,F,VVS2,1,1.04,73.7,67,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.6,5.36,3.95,IGI Lab-Grown,1120
Heart,E,VS1,1.32,1.13,56.3,61,Excellent,Very Good,Slightly Thick to Thick,None,6.86,7.73,4.35,GIA,7240
Marquise,D,VS1,1.01,1.83,65.6,60,Excellent,Very Good,Thick to Extremely Thick,None,9.59,5.25,3.44,GIA,5750
Princess,G,VS2,1,1.01,73.7,72,Excellent,Excellent,Slightly Thick to Thick,None,5.48,5.45,4.02,GIA,5750
Heart,D,VVS1,1.05,1.18,59.4,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.04,7.12,4.23,IGI Lab-Grown,1900
Pear,D,VS2,1.02,1.62,62.8,62,Excellent,Excellent,Medium to Very Thick,None,9,5.54,3.48,GIA,4570
Oval,E,VS1,1.1,1.41,63.1,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.21,5.83,3.68,IGI Lab-Grown,1070
Emerald,H,VVS1,1,1.51,69,61,Excellent,Very Good,Slightly Thick to Thick,None,6.91,4.59,3.17,GIA,2540
Heart,E,VS1,2.02,1.09,59,55,Excellent,Excellent,Slightly Thick to Very Thick,None,7.87,8.6,5.07,GIA Lab-Grown,3120
Marquise,E,VS1,1.09,2.02,63.8,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.7,5.31,3.39,IGI Lab-Grown,1100
Oval,F,VS1,1.06,1.41,61.9,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.19,5.8,3.59,IGI Lab-Grown,1060
Oval,E,VS1,1.11,1.4,62.4,61,Excellent,Excellent,Medium to Slightly Thick,None,8.24,5.88,3.67,GIA Lab-Grown,1080
Oval,D,VS1,1.07,1.44,60.2,61,Excellent,Very Good,Thin to Slightly Thick,None,8.43,5.84,3.52,GIA Lab-Grown,1080
Princess,E,VS1,1.23,1.01,71.8,67,Excellent,Very Good,Thick to Very Thick,None,5.9,5.82,4.18,GIA Lab-Grown,1140
Oval,H,VS2,1.2,1.36,63.8,57,Excellent,Excellent,Slightly Thick to Thick,None,8.12,5.96,3.8,GIA,5220
Pear,E,VS1,1.1,1.59,62.3,58,Excellent,Very Good,Medium to Thick,None,9.16,5.76,3.58,GIA Lab-Grown,1050
Round,G,VS2,1,1.01,60.8,59,Excellent,Very Good,Slightly Thick to Thick,None,6.32,6.41,3.87,GIA,4090
Heart,D,VVS1,2.11,1.1,58.9,57,Excellent,Excellent,Slightly Thick to Thick,None,8.1,8.9,5.24,GIA Lab-Grown,4820
Heart,D,VVS2,2.25,1.13,55.4,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.14,9.17,5.08,IGI Lab-Grown,4560
Marquise,E,VS1,1.1,2.03,63.4,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.9,5.38,3.41,IGI Lab-Grown,1100
Princess,H,VS1,1.01,1.02,72.4,72,Excellent,Very Good,Medium to Slightly Thick,None,5.71,5.6,4.06,GIA,3280
Princess,H,VS2,1.12,1.01,67.6,78,Very Good,Very Good,Slightly Thick,None,5.91,5.85,3.96,GIA,3850
Pear,H,VS1,1.07,1.56,61.3,60,Excellent,Excellent,Medium to Thick,None,8.88,5.69,3.49,GIA,4010
Heart,F,VS2,1,1.13,61.3,55,Very Good,Very Good,Medium to Extremely Thick,None,5.96,6.76,4.15,GIA,4500
Pear,E,VS1,1.04,1.63,63.5,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.01,5.54,3.52,IGI Lab-Grown,1050
Heart,F,VS1,4.1,1.11,55.2,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.11,11.18,6.17,IGI Lab-Grown,8030
Marquise,D,VS1,1.2,1.9,64.7,60,Excellent,Very Good,Medium to Very Thick,None,10.53,5.53,3.58,GIA,9830
Cushion Modified,F,VS1,2.54,1.01,65.9,61,Excellent,Excellent,Medium to Thick,None,7.96,7.9,5.2,GIA Lab-Grown,5950
Princess,E,VS1,1.01,1,74,72,Excellent,Very Good,Thick to Very Thick,None,5.39,5.38,3.98,GIA,3620
Cushion Modified,F,VVS2,2.79,1.02,66.6,63,Excellent,Excellent,Slightly Thick to Thick,None,8.25,8.08,5.38,GIA Lab-Grown,5700
Oval,D,VS1,1.04,1.55,58.7,59,Very Good,Very Good,Medium to Thick,None,8.76,5.66,3.32,GIA,4330
Marquise,D,VS2,1.01,1.87,66.1,57,Very Good,Good,Thin to Very Thick,None,9.76,5.21,3.45,GIA,5330
Cushion Modified,D,VVS1,1.7,1.03,65.5,62,Excellent,Very Good,Slightly Thick to Very Thick,None,7.01,6.83,4.47,GIA Lab-Grown,3680
Pear,F,VS1,1.09,1.59,61.7,60,Excellent,Excellent,Thin to Slightly Thick,Pointed,9.27,5.82,3.59,IGI Lab-Grown,1080
Round,D,VS1,1.51,1.01,61.3,57,Excellent,Excellent,Medium,None,7.37,7.41,4.53,GIA Lab-Grown,1770
Round,D,VS1,1.59,1.01,60.7,59,Excellent,Excellent,Medium,None,7.52,7.56,4.57,GIA Lab-Grown,1860
Oval,D,VVS2,1.01,1.6,56.7,58,Excellent,Very Good,Slightly Thick to Thick,None,8.92,5.57,3.16,GIA,4410
Round,H,VS2,1,1.01,63.4,58,Excellent,Very Good,Medium to Slightly Thick,None,6.3,6.35,4.01,GIA,3490
Heart,F,VS2,1.01,1.18,60.7,61,Excellent,Excellent,Slightly Thick to Very Thick,None,5.89,6.96,4.23,GIA,4110
Marquise,D,VS2,1,1.88,62.4,59,Excellent,Very Good,Very Thick,None,9.77,5.19,3.24,GIA,4740
Round,E,VS1,1.58,1,61.1,59,Excellent,Excellent,Medium,Pointed,7.48,7.51,4.58,IGI Lab-Grown,1840
Pear,D,VS2,1,1.8,63.1,58,Excellent,Very Good,Thin to Thick,None,9.61,5.33,3.36,GIA,4250
Radiant,D,VVS2,1.01,1.38,66.8,64,Excellent,Excellent,Thick to Very Thick,None,6.95,5.02,3.36,GIA Lab-Grown,1270
Pear,H,IF,1.12,1.5,62.1,57,Very Good,Excellent,Medium to Thick,None,8.81,5.88,3.65,GIA,4880
Radiant,D,VVS2,1.03,1.43,64.3,66,Excellent,Excellent,Slightly Thick to Very Thick,None,7.29,5.11,3.28,GIA Lab-Grown,1290
Heart,H,VS2,1,1.16,61,55,Excellent,Very Good,Thick to Very Thick,None,5.87,6.81,4.15,GIA,4220
Oval,E,VS2,1,1.39,61.7,60,Excellent,Very Good,Thin to Very Thick,None,7.85,5.66,3.49,GIA,4547
Cushion Modified,F,VS1,1.07,1.05,67.7,64,Excellent,Excellent,Slightly Thick to Very Thick,None,5.85,5.58,3.78,GIA,2450
Pear,D,VS2,1,1.53,63.1,62,Excellent,Very Good,Thick to Very Thick,None,8.54,5.57,3.52,GIA,4110
Heart,F,VS1,1.56,1.1,55.6,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.37,8.09,4.5,IGI Lab-Grown,1910
Round,H,VS2,1,1,60.8,61,Excellent,Excellent,Medium to Slightly Thick,None,6.43,6.46,3.92,GIA,4100
Princess,D,VS1,1.04,1.02,72.8,67,Excellent,Very Good,Slightly Thick to Thick,None,5.63,5.5,4,GIA Lab-Grown,1070
Emerald,H,VS2,1.02,1.4,68.9,64,Excellent,Excellent,Thick to Very Thick,None,6.62,4.73,3.26,GIA,2620
Princess,D,VS1,1.03,1.02,72.6,67,Excellent,Excellent,Medium,Pointed,5.67,5.54,4.02,IGI Lab-Grown,1110
Princess,G,VS1,1.04,1.01,74.3,71,Excellent,Very Good,Thick,None,5.53,5.49,4.08,GIA,3000
Radiant,H,VVS2,1.03,1.3,68.3,68,Excellent,Excellent,Thick to Very Thick,None,6.45,4.97,3.39,GIA,3670
Princess,E,VS1,1.05,1.01,71.5,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.61,5.57,3.98,IGI Lab-Grown,1040
Cushion Modified,E,VVS2,1.59,1.02,66.8,62,Excellent,Excellent,Thin to Slightly Thick,None,6.84,6.7,4.47,GIA Lab-Grown,3200
Round,D,VS1,1.58,1.01,61.7,58,Excellent,Excellent,Medium,None,7.44,7.48,4.61,GIA Lab-Grown,1850
Marquise,F,VS2,1,1.81,64.9,64,Excellent,Very Good,Thick to Extremely Thick,None,9.47,5.22,3.39,GIA,4670
Round,E,VS1,1.58,1,61.2,58,Excellent,Excellent,Medium,Pointed,7.47,7.5,4.58,IGI Lab-Grown,1840
Pear,D,VS1,1,1.68,57.1,63,Very Good,Very Good,Slightly Thick to Thick,None,9.19,5.48,3.13,GIA,4550
Radiant,D,VVS1,1.01,1.36,68.7,68,Excellent,Very Good,Medium to Thick,None,6.98,5.12,3.52,GIA,5460
Pear,E,VVS2,1,1.58,61.3,62,Excellent,Excellent,Medium to Thick,None,8.72,5.52,3.38,GIA,5070
Oval,E,VS1,1.1,1.5,61.6,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.69,5.81,3.58,IGI Lab-Grown,1070
Heart,D,VVS2,2.5,1.18,57.3,55,Excellent,Excellent,Thin to Thick,None,8.24,9.72,5.57,GIA Lab-Grown,5270
Marquise,E,VS1,1,1.92,57.5,62,Excellent,Excellent,Thick,Pointed,10.45,5.43,3.12,IGI Lab-Grown,1330
Round,H,VS1,1,1.01,63.2,55,Excellent,Excellent,Medium to Slightly Thick,None,6.3,6.34,4,GIA,4100
Oval,E,VS1,1.05,1.41,59.9,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.26,5.86,3.51,IGI Lab-Grown,1030
Round,G,VS2,1,1.01,63.3,58,Excellent,Excellent,Medium to Slightly Thick,None,6.3,6.35,4,GIA,4040
Oval,G,VVS1,1.01,1.46,63,57,Excellent,Excellent,Thick to Very Thick,None,7.93,5.43,3.42,GIA,4580
Round,H,VVS1,1.01,1.01,64.7,56,Excellent,Excellent,Slightly Thick to Thick,None,6.24,6.28,4.05,GIA,3930
Marquise,E,VS1,1.09,1.92,63.2,56,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.33,5.38,3.4,IGI Lab-Grown,1100
Radiant,F,VS1,1.1,1.43,67.9,65,Excellent,Excellent,Medium,Pointed,7.25,5.08,3.45,IGI Lab-Grown,1130
Round,G,VS1,1.01,1.01,62.3,56,Excellent,Excellent,Medium to Slightly Thick,None,6.4,6.44,4,GIA,4010
Radiant,F,VS1,1.02,1.42,67,64,Excellent,Excellent,Medium,Pointed,7.07,4.97,3.33,IGI Lab-Grown,1060
Oval,H,VS1,1.01,1.38,65.1,55,Excellent,Excellent,Medium to Thick,None,7.63,5.53,3.6,GIA,3950
Round,E,VS1,1.52,1,61.7,58,Excellent,Excellent,Medium,None,7.4,7.41,4.57,GIA Lab-Grown,3950
Round,D,VS1,1.57,1.01,61.4,58,Excellent,Excellent,Medium to Slightly Thick,None,7.44,7.48,4.58,GIA Lab-Grown,1840
Cushion Modified,F,VS1,2.05,1.03,67.2,62,Excellent,Excellent,Slightly Thick to Thick,None,7.42,7.23,4.86,GIA Lab-Grown,4880
Radiant,F,VS1,1.01,1.33,67.3,67,Excellent,Very Good,Thick to Very Thick,None,6.69,5.02,3.38,GIA,4340
Radiant,G,VVS1,1,1.15,75.8,67,Very Good,Very Good,Slightly Thick to Thick,None,5.81,5.04,3.82,GIA,4020
Cushion Modified,E,VVS2,1.69,1.01,66.6,61,Excellent,Excellent,Medium to Slightly Thick,None,6.96,6.86,4.57,GIA Lab-Grown,2710
Radiant,G,VS2,1.01,1.35,68.6,68,Excellent,Excellent,Very Thick,None,6.72,4.99,3.42,GIA,3160
Oval,E,VS1,1.09,1.42,62.4,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.32,5.85,3.65,IGI Lab-Grown,1060
Oval,D,VS1,1.01,1.57,63.6,58,Very Good,Very Good,Slightly Thick to Very Thick,None,8.32,5.31,3.38,GIA,5090
Marquise,D,VS1,1,2.06,63,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.58,5.14,3.24,IGI Lab-Grown,1090
Heart,E,VVS2,4.05,1.09,55.8,66,Excellent,Excellent,Thin to Thick,None,10.26,11.15,6.22,GIA Lab-Grown,10020
Princess,E,VS2,1,1.02,72.1,70,Excellent,Very Good,Medium to Slightly Thick,None,5.62,5.53,3.99,GIA,3430
Round,E,VS1,1.58,1,61.2,57,Excellent,Excellent,Thin to Medium,Pointed,7.51,7.54,4.6,IGI Lab-Grown,1840
Pear,D,VVS2,1.01,1.61,59.2,60,Excellent,Very Good,Slightly Thick to Thick,None,9.14,5.67,3.35,GIA,4070
